0.271084	0.317017	0.405601	0.402092	0.407636	0.391198	0.358440	0.428410	0.429272	0.428410	0.428410	0.429273	0.386771	0.407636	0.399433	0.386592	0.427529	0.429273	0.427402	0.353451	0.365152	0.429273	0.429144	0.415035	0.429267	0.429273	0.399536	0.397494	0.429273	0.429271	0.430853	0.430853	0.428261	0.427909	0.380714	0.379648	0.410266	0.412483	0.428410	0.429273
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.020183	0.050551	0.116967	0.120474	0.115960	0.128667	0.073022	0.106300	0.096934	0.106300	0.097214	0.096934	0.177561	0.115960	0.121261	0.133049	0.097560	0.096935	0.098066	0.129632	0.077144	0.096935	0.096866	0.109413	0.096932	0.096934	0.122548	0.124193	0.096935	0.096934	0.094685	0.094685	0.097484	0.109092	0.137828	0.138710	0.113814	0.112007	0.106300	0.096934
0.023674	0.069277	0.152863	0.151591	0.156538	0.142040	0.109152	0.175173	0.174965	0.175173	0.175173	0.174965	0.137412	0.196485	0.149742	0.137235	0.174313	0.174965	0.174189	0.142452	0.115561	0.174965	0.168903	0.175013	0.174963	0.174965	0.149276	0.147441	0.174965	0.174965	0.165168	0.165168	0.168080	0.175419	0.131642	0.132904	0.176086	0.175142	0.175173	0.174965
0.021692	0.058163	0.139283	0.142423	0.139023	0.151349	0.088413	0.131883	0.123352	0.131883	0.131883	0.129294	0.107283	0.139023	0.173267	0.107146	0.132882	0.123352	0.133362	0.150128	0.093741	0.123352	0.123264	0.134216	0.123349	0.123352	0.143991	0.145216	0.123352	0.123351	0.120527	0.120527	0.123754	0.133954	0.103294	0.104809	0.137435	0.135322	0.131883	0.123352
0.020183	0.050551	0.116967	0.120474	0.115960	0.128667	0.073022	0.106300	0.096934	0.106300	0.106300	0.096934	0.132899	0.115960	0.121261	0.177653	0.097560	0.096935	0.098066	0.129632	0.077144	0.096935	0.096866	0.109413	0.096932	0.096934	0.122548	0.124193	0.096935	0.096934	0.094685	0.094685	0.097484	0.109092	0.138198	0.138710	0.113814	0.112007	0.097214	0.096934
0.271761	0.317945	0.405671	0.402232	0.407626	0.393536	0.359637	0.427957	0.428657	0.427957	0.427957	0.428658	0.387215	0.407626	0.427944	0.387036	0.427900	0.428658	0.427773	0.391833	0.366333	0.428658	0.428529	0.415290	0.428652	0.428657	0.399739	0.397753	0.428658	0.428656	0.430243	0.430243	0.427649	0.415681	0.381231	0.380166	0.410168	0.412285	0.427957	0.428658
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271444	0.316243	0.400423	0.397086	0.402182	0.426154	0.356443	0.421746	0.422142	0.421746	0.421746	0.422143	0.382801	0.402182	0.424172	0.382628	0.421720	0.422143	0.422171	0.387714	0.362881	0.422143	0.422019	0.409330	0.422137	0.422143	0.394725	0.392848	0.422143	0.422141	0.418111	0.418111	0.421171	0.409707	0.377073	0.376045	0.404567	0.406529	0.421746	0.422143
0.020927	0.054320	0.127868	0.131204	0.127215	0.138828	0.080852	0.118694	0.109677	0.118694	0.118694	0.109677	0.142238	0.127215	0.133652	0.142056	0.118936	0.109677	0.110388	0.176701	0.085587	0.109677	0.109599	0.122032	0.109674	0.109677	0.133038	0.134483	0.109677	0.109677	0.107152	0.107152	0.110156	0.121169	0.094502	0.095726	0.125328	0.122934	0.118694	0.109677
0.019296	0.047002	0.107989	0.109206	0.104249	0.118377	0.149373	0.084746	0.084333	0.084746	0.084746	0.084334	0.122919	0.104249	0.112600	0.123082	0.094818	0.084334	0.085670	0.118003	0.217091	0.084334	0.084452	0.085260	0.084332	0.084334	0.111491	0.113311	0.084334	0.084333	0.082353	0.082353	0.091299	0.096796	0.128351	0.129313	0.101903	0.099940	0.084746	0.084334
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.035296	0.105046	0.236019	0.231889	0.239909	0.216944	0.167421	0.265572	0.273993	0.265572	0.265572	0.268051	0.209485	0.239909	0.228230	0.209214	0.264266	0.273993	0.264078	0.292685	0.176281	0.273993	0.273797	0.276131	0.273992	0.273993	0.228178	0.225228	0.273993	0.273993	0.256108	0.256108	0.266558	0.263712	0.200518	0.198926	0.243671	0.246776	0.265572	0.273993
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.022571	0.062948	0.154176	0.157753	0.154482	0.123668	0.096488	0.149599	0.147915	0.149599	0.149599	0.141973	0.119775	0.154482	0.129965	0.119621	0.148866	0.147915	0.148762	0.123998	0.102475	0.147915	0.141872	0.150620	0.141970	0.141973	0.186494	0.159116	0.141973	0.141973	0.138731	0.138731	0.142271	0.150969	0.115057	0.116467	0.153353	0.151695	0.149599	0.147915
0.021984	0.059749	0.144216	0.147258	0.144144	0.116957	0.090929	0.137753	0.129522	0.137753	0.137753	0.129522	0.111422	0.144144	0.148946	0.111279	0.137900	0.135464	0.137804	0.153294	0.096463	0.129522	0.129430	0.139839	0.129519	0.135464	0.148700	0.181189	0.129522	0.129522	0.126559	0.126559	0.129890	0.139591	0.107191	0.108671	0.142708	0.140746	0.137753	0.129522
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271874	0.318515	0.428916	0.402969	0.408396	0.392713	0.359638	0.428785	0.429497	0.428785	0.428785	0.429498	0.387861	0.408396	0.400859	0.387681	0.427903	0.429498	0.427776	0.391835	0.366958	0.429498	0.429369	0.416103	0.429492	0.429498	0.400461	0.398462	0.429498	0.429496	0.431066	0.431066	0.429573	0.416496	0.381842	0.380772	0.410953	0.413082	0.428785	0.429498
0.035796	0.107592	0.243644	0.237467	0.245695	0.222501	0.170951	0.280610	0.273843	0.280610	0.280610	0.279785	0.214404	0.245695	0.235748	0.214126	0.279232	0.273843	0.279034	0.221785	0.182419	0.273843	0.273648	0.269059	0.273840	0.273843	0.233651	0.230612	0.273843	0.273843	0.279079	0.279079	0.278231	0.281597	0.205177	0.203545	0.249540	0.252692	0.280610	0.273843
0.020183	0.050399	0.116611	0.120120	0.115597	0.128337	0.072772	0.105929	0.096564	0.096842	0.105929	0.096564	0.132577	0.115597	0.120918	0.133047	0.097191	0.096565	0.097697	0.129301	0.076879	0.096565	0.096496	0.109043	0.096562	0.096564	0.122198	0.123847	0.096565	0.096564	0.094322	0.094322	0.097117	0.108721	0.189674	0.138404	0.113448	0.111639	0.105929	0.096564
0.020141	0.050399	0.116610	0.120119	0.115596	0.128336	0.072772	0.096841	0.096563	0.105928	0.105928	0.096563	0.132576	0.115596	0.120917	0.132726	0.097190	0.096564	0.097696	0.129300	0.076878	0.096564	0.096495	0.109042	0.096561	0.096563	0.122197	0.123846	0.096564	0.096563	0.094322	0.094322	0.097116	0.108720	0.137519	0.190138	0.113447	0.112456	0.105928	0.096563
0.024037	0.071580	0.160700	0.157302	0.162643	0.147066	0.113656	0.182443	0.182760	0.182443	0.182443	0.182760	0.142226	0.162643	0.155179	0.142042	0.181546	0.182760	0.181417	0.147500	0.120451	0.182760	0.182629	0.181882	0.182758	0.182760	0.154819	0.152844	0.182760	0.182760	0.172782	0.172782	0.181743	0.182304	0.136160	0.135079	0.199703	0.167128	0.182443	0.182760
0.024527	0.071886	0.159445	0.156114	0.161295	0.146163	0.113395	0.180713	0.180915	0.180713	0.180713	0.180915	0.141428	0.161295	0.154089	0.141246	0.179826	0.180915	0.179699	0.145296	0.120079	0.180915	0.180786	0.168378	0.180913	0.180915	0.153702	0.151792	0.180915	0.180915	0.170967	0.170967	0.179909	0.180681	0.135483	0.242487	0.163688	0.196392	0.180713	0.180915
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
