0.434378	0.179007	0.089840	0.093326	0.087802	0.103730	0.137165	0.067157	0.066378	0.067157	0.067157	0.066379	0.108641	0.087802	0.095470	0.108822	0.068053	0.066379	0.068180	0.103298	0.130388	0.066379	0.066510	0.068027	0.066377	0.066379	0.095876	0.097908	0.066379	0.066378	0.064806	0.064806	0.067393	0.079522	0.114736	0.115782	0.085191	0.083011	0.067157	0.066379
0.018305	0.321815	0.096886	0.100285	0.094943	0.110242	0.142264	0.074558	0.073817	0.074558	0.074558	0.073818	0.115026	0.094943	0.102218	0.115199	0.075417	0.073818	0.075540	0.111131	0.135807	0.073818	0.073944	0.087243	0.073816	0.073818	0.102746	0.104709	0.073818	0.073817	0.072075	0.072075	0.074837	0.086870	0.120847	0.121870	0.092407	0.090272	0.074558	0.073818
0.023485	0.068187	0.192547	0.144464	0.168915	0.135747	0.104838	0.166249	0.165468	0.166249	0.166249	0.165468	0.131377	0.168915	0.142950	0.131208	0.165433	0.165468	0.165316	0.136130	0.113306	0.165468	0.159413	0.166536	0.159524	0.165468	0.142352	0.140684	0.159527	0.159526	0.155889	0.155889	0.166726	0.166923	0.125973	0.127286	0.168231	0.167021	0.166249	0.165468
0.022866	0.064570	0.159238	0.187400	0.159737	0.128083	0.099551	0.155620	0.154242	0.155620	0.155620	0.154241	0.124019	0.159737	0.134704	0.123860	0.154857	0.154242	0.154748	0.128433	0.105788	0.154242	0.148194	0.156389	0.148297	0.148300	0.163840	0.132472	0.148300	0.148300	0.144916	0.144916	0.148562	0.156752	0.119052	0.120427	0.158764	0.157260	0.155620	0.154242
0.023674	0.069277	0.152863	0.151591	0.196485	0.142040	0.109152	0.175173	0.174965	0.175173	0.175173	0.174965	0.137412	0.156538	0.149742	0.137235	0.174313	0.174965	0.174189	0.142452	0.115561	0.174965	0.168903	0.175013	0.174963	0.174965	0.149276	0.147441	0.174965	0.174965	0.165168	0.165168	0.168080	0.175419	0.131642	0.132904	0.176086	0.175142	0.175173	0.174965
0.020927	0.054320	0.127868	0.131204	0.127215	0.176995	0.079885	0.118694	0.109677	0.118694	0.118694	0.109677	0.142239	0.127215	0.134287	0.142056	0.109892	0.109678	0.120001	0.139837	0.084535	0.109678	0.109599	0.121462	0.109675	0.109678	0.133038	0.134484	0.109678	0.109677	0.107152	0.107152	0.110156	0.121170	0.094502	0.095727	0.125328	0.122935	0.118694	0.109678
0.019153	0.046265	0.105603	0.109023	0.104064	0.118202	0.232690	0.084563	0.084154	0.084563	0.084563	0.084154	0.122747	0.104064	0.112387	0.122909	0.094598	0.084154	0.085489	0.117828	0.143117	0.084154	0.090388	0.085077	0.084152	0.084154	0.111309	0.113130	0.084154	0.084153	0.082177	0.082177	0.084992	0.096612	0.128184	0.129147	0.101717	0.099756	0.084563	0.084154
0.271172	0.317344	0.406394	0.402880	0.408446	0.392416	0.358987	0.429243	0.430104	0.429243	0.429243	0.430105	0.387484	0.408446	0.400708	0.387304	0.428358	0.430105	0.428230	0.391538	0.365735	0.430105	0.429975	0.416434	0.430099	0.430105	0.400313	0.398261	0.430105	0.430103	0.431667	0.431667	0.429088	0.428740	0.381394	0.328587	0.411085	0.412487	0.429243	0.430105
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
0.271937	0.318884	0.408544	0.405053	0.410600	0.394569	0.360925	0.431272	0.432075	0.431272	0.431272	0.432076	0.389645	0.410600	0.402850	0.389463	0.430377	0.432076	0.430248	0.393699	0.367725	0.432076	0.431945	0.418503	0.432070	0.432076	0.402491	0.400448	0.432076	0.432074	0.433587	0.433587	0.431048	0.430813	0.383522	0.382436	0.413219	0.415406	0.431272	0.432076
