0.086800	0.033600	0.034665	0.032853	0.048920	0.048259	0.052519	0.025045	0.033600	0.033167	0.020196	0.087196	0.033965	0.067897	0.033178	0.033322	0.033773	0.033981	0.032393	0.020234	0.054404	0.032850	0.033430	0.032129	0.048243	0.032853	0.032600	0.054296	0.032853	0.071343	0.032853	0.033430	0.033770	0.032853	0.034039	0.032317	0.032393	0.033087	0.033354	0.032781	0.032129	0.032393	0.032853	0.022910	0.033600	0.033849	0.033429	0.033187	0.032361	0.033873	0.033600	0.033600	0.032393	0.034131	0.033712	0.052503	0.032617	0.032393	0.033276	0.033712	0.048596	0.048259	0.033252	0.053622	0.048596	0.067979	0.032393	0.032393	0.031818	0.036308	0.043566	0.033600	0.033600	0.032393	0.033712	0.033187	0.032393	0.033600	0.050337	0.056383	0.033187	0.032694	0.032694	0.032694	0.032393	0.032853	0.032393	0.032388	0.032495
0.060397	0.084657	0.065642	0.072028	0.062473	0.064450	0.062968	0.038434	0.066036	0.057008	0.026236	0.050600	0.065460	0.056468	0.064426	0.073114	0.065009	0.065920	0.067728	0.025742	0.062527	0.072023	0.074257	0.066901	0.063981	0.072028	0.067648	0.062398	0.072028	0.057106	0.072028	0.074257	0.065004	0.072028	0.065437	0.058340	0.067728	0.064234	0.066352	0.066133	0.066901	0.067728	0.072028	0.033575	0.066036	0.065495	0.074256	0.073169	0.065799	0.065015	0.075347	0.075347	0.067728	0.064895	0.065536	0.063119	0.065767	0.067728	0.063387	0.065537	0.064342	0.064449	0.067243	0.062830	0.064341	0.058181	0.067728	0.067728	0.066507	0.067499	0.064388	0.075347	0.075347	0.067728	0.065537	0.073169	0.067728	0.066036	0.063635	0.061389	0.073169	0.065460	0.065460	0.065460	0.067728	0.072028	0.067727	0.067718	0.066636
0.057049	0.062000	0.081468	0.067825	0.059043	0.060591	0.059647	0.036706	0.062001	0.089828	0.025701	0.049637	0.061487	0.088505	0.060520	0.069127	0.061090	0.061891	0.063478	0.025356	0.058857	0.067820	0.070164	0.062856	0.077384	0.067825	0.063561	0.058737	0.067825	0.053897	0.067825	0.070164	0.061086	0.067825	0.061466	0.055015	0.063478	0.060340	0.062269	0.062035	0.062856	0.063478	0.067825	0.032747	0.062001	0.061678	0.070163	0.069019	0.061696	0.061299	0.071311	0.062001	0.063478	0.060984	0.061559	0.059390	0.061694	0.063478	0.059596	0.061559	0.060489	0.060591	0.063049	0.059272	0.060489	0.054885	0.063478	0.063478	0.062335	0.063421	0.060767	0.062001	0.062001	0.063478	0.061559	0.069019	0.063478	0.062001	0.059851	0.057812	0.069019	0.061653	0.061653	0.061653	0.063478	0.067825	0.063478	0.063469	0.062480
0.075963	0.084312	0.083805	0.097549	0.078659	0.081209	0.078842	0.045867	0.084312	0.070270	0.029074	0.062889	0.083146	0.072075	0.081808	0.086670	0.082219	0.084161	0.093143	0.028576	0.078082	0.088234	0.085458	0.094934	0.080605	0.088239	0.093033	0.077917	0.088239	0.070269	0.092894	0.085458	0.082213	0.092894	0.083116	0.072099	0.093143	0.081559	0.085251	0.085663	0.094934	0.093143	0.088239	0.038289	0.084312	0.083192	0.085457	0.086735	0.086169	0.084202	0.084312	0.084312	0.093143	0.082074	0.083245	0.079035	0.085180	0.093143	0.079836	0.083245	0.081070	0.081208	0.088069	0.079694	0.081069	0.071770	0.093143	0.093143	0.088539	0.092828	0.082178	0.084313	0.084313	0.093143	0.083245	0.086735	0.093143	0.084312	0.079913	0.076446	0.086735	0.087153	0.087153	0.087153	0.093143	0.092894	0.093143	0.093130	0.087274
0.072902	0.048640	0.048762	0.048940	0.082112	0.062455	0.047262	0.031316	0.048641	0.083075	0.024194	0.098797	0.048404	0.082159	0.047657	0.049009	0.060889	0.058724	0.048940	0.023460	0.046971	0.048937	0.048784	0.048485	0.047644	0.048941	0.049128	0.046878	0.048941	0.043639	0.048941	0.048784	0.060884	0.048940	0.048387	0.044348	0.048940	0.047520	0.048670	0.048284	0.048485	0.048940	0.048941	0.027880	0.048641	0.059516	0.048784	0.048886	0.048826	0.059730	0.048641	0.048641	0.048940	0.048248	0.059395	0.047281	0.048028	0.048940	0.047216	0.059395	0.047905	0.062455	0.054414	0.047529	0.047905	0.044326	0.048940	0.048940	0.048063	0.049252	0.063669	0.048641	0.048641	0.048940	0.059395	0.048886	0.048940	0.048641	0.047529	0.046997	0.048886	0.058993	0.058993	0.058993	0.048940	0.048940	0.048940	0.048933	0.048406
0.044764	0.047108	0.046832	0.046745	0.045399	0.075720	0.046569	0.031070	0.056419	0.042758	0.023052	0.039101	0.057926	0.042360	0.046284	0.046944	0.059592	0.047028	0.046322	0.022403	0.045971	0.046742	0.047089	0.045743	0.046449	0.046746	0.046267	0.046388	0.046746	0.042946	0.046746	0.047089	0.059587	0.046745	0.057906	0.043578	0.046322	0.046151	0.046980	0.046403	0.045743	0.046322	0.046746	0.027717	0.056419	0.057955	0.047088	0.046979	0.045663	0.045632	0.056419	0.056419	0.046322	0.059489	0.057992	0.046222	0.046156	0.046322	0.046036	0.057992	0.061562	0.061248	0.046657	0.046020	0.061562	0.043585	0.046322	0.046322	0.045492	0.046167	0.045962	0.056419	0.056419	0.046322	0.057992	0.046979	0.046322	0.056419	0.046934	0.045324	0.046979	0.044749	0.044749	0.044749	0.046322	0.046745	0.046321	0.046315	0.046236
0.037329	0.038024	0.038904	0.037241	0.037114	0.052588	0.075653	0.027211	0.038024	0.035752	0.021373	0.088575	0.049284	0.036047	0.037502	0.037585	0.050790	0.037960	0.036691	0.020856	0.058579	0.037239	0.037864	0.036223	0.052858	0.037242	0.036735	0.058970	0.037242	0.035787	0.037242	0.037864	0.050786	0.037241	0.038434	0.036153	0.036691	0.037397	0.037778	0.037153	0.036223	0.036691	0.037242	0.024609	0.038024	0.049018	0.037863	0.037613	0.036386	0.036633	0.038024	0.038024	0.036691	0.051444	0.049049	0.056728	0.036962	0.036691	0.037530	0.049050	0.052918	0.052588	0.037172	0.056217	0.052917	0.036227	0.036691	0.036691	0.036037	0.037005	0.037206	0.038025	0.038025	0.036691	0.049050	0.037613	0.036691	0.038024	0.054605	0.037321	0.037613	0.035513	0.035513	0.035513	0.036691	0.037241	0.036691	0.036686	0.036836
0.048521	0.021673	0.022022	0.020621	0.022289	0.036691	0.040892	0.225780	0.021673	0.057130	0.161886	0.077554	0.022165	0.056800	0.021743	0.021223	0.022079	0.021639	0.020070	0.164039	0.043263	0.020634	0.021395	0.019954	0.022432	0.020621	0.020377	0.043178	0.020621	0.061347	0.020621	0.021395	0.022095	0.020621	0.022244	0.053640	0.020070	0.021686	0.021349	0.020795	0.019954	0.020070	0.020621	0.139501	0.021673	0.022043	0.021395	0.021051	0.020592	0.021152	0.021673	0.021673	0.020070	0.022476	0.021898	0.041246	0.020876	0.020070	0.022075	0.021899	0.022187	0.036691	0.020600	0.041174	0.022186	0.057782	0.020070	0.020070	0.019893	0.020843	0.021835	0.021674	0.021674	0.020070	0.021899	0.021051	0.020070	0.021673	0.038942	0.045476	0.021051	0.019771	0.019771	0.019771	0.020070	0.020621	0.020070	0.020138	0.020397
0.060398	0.066036	0.065643	0.072028	0.062473	0.064450	0.062968	0.038434	0.084658	0.057009	0.026236	0.050601	0.065460	0.056469	0.064426	0.073114	0.065009	0.065920	0.067728	0.025742	0.062527	0.072023	0.074257	0.066901	0.063981	0.072028	0.067648	0.062399	0.072028	0.057106	0.072028	0.074257	0.065004	0.072028	0.065437	0.058340	0.067728	0.064234	0.066352	0.066133	0.066901	0.067728	0.072028	0.033575	0.075347	0.065495	0.074256	0.073169	0.065799	0.065015	0.075347	0.075347	0.067728	0.064895	0.065536	0.063119	0.065767	0.067728	0.063387	0.065537	0.064342	0.064450	0.067244	0.062831	0.064342	0.058181	0.067728	0.067728	0.066508	0.067499	0.064388	0.066036	0.066036	0.067728	0.065537	0.073169	0.067728	0.075347	0.063635	0.061389	0.073169	0.065460	0.065460	0.065460	0.067728	0.072028	0.067727	0.067718	0.066636
0.058143	0.031308	0.040950	0.030419	0.047690	0.046075	0.050015	0.023986	0.031309	0.101958	0.019877	0.086259	0.031713	0.066812	0.031139	0.030946	0.031554	0.031693	0.029881	0.019710	0.052325	0.030416	0.031098	0.029647	0.033143	0.030420	0.030091	0.052222	0.030420	0.069517	0.030420	0.031098	0.031551	0.030419	0.031789	0.062025	0.029881	0.031054	0.031028	0.030433	0.029647	0.029881	0.030420	0.022394	0.031309	0.031596	0.031097	0.030809	0.031180	0.037910	0.031309	0.031309	0.029881	0.031917	0.031458	0.050392	0.030460	0.029881	0.031302	0.031458	0.031554	0.046075	0.030823	0.050277	0.031554	0.066106	0.029881	0.029881	0.029528	0.030607	0.042300	0.031309	0.031309	0.029881	0.031458	0.030809	0.029881	0.031309	0.048195	0.055094	0.030809	0.031667	0.031667	0.031667	0.029881	0.030419	0.029881	0.029877	0.030088
