0	0
1	0
2	0
3	0
4	0
5	20
6	20
7	20
8	20
9	20
10	20
11	5
12	6
13	6
14	6
14	24
15	6
16	6
17	6
18	6
19	6
20	4
20	10
20	62
21	5
22	5
23	5
24	5
25	5
26	5
27	5
28	2
29	3
30	3
31	7
31	11
31	13
31	19
31	26
32	7
32	10
32	11
33	8
34	8
35	8
36	8
37	8
38	9
39	9
40	9
41	9
42	10
43	10
44	4
44	9
44	10
44	11
44	13
44	19
44	49
44	70
44	81
44	82
44	83
45	12
45	27
46	12
47	13
47	15
47	43
48	14
48	35
48	37
48	48
48	56
48	58
48	68
49	14
50	14
51	14
52	14
53	14
54	16
55	16
56	16
57	16
58	16
59	16
60	16
61	1
62	1
63	1
64	1
65	1
66	21
67	22
68	13
68	23
68	40
69	11
69	19
70	4
71	4
72	2
72	10
72	19
72	24
73	27
74	28
75	29
76	29
77	29
78	29
79	29
80	29
81	29
82	29
83	29
84	29
85	29
86	29
87	29
88	29
89	29
90	29
91	29
92	7
93	25
94	25
95	12
96	12
97	12
98	12
99	4
100	17
101	15
102	7
103	13
104	24
105	30
106	30
107	19
108	19
109	19
110	31
111	31
112	31
113	31
114	28
115	11
116	24
117	19
118	0
118	11
118	13
118	19
118	63
118	69
119	22
120	2
120	9
120	11
120	13
120	43
122	4
123	36
124	10
125	18
126	2
126	24
127	33
128	32
129	32
130	10
130	32
131	32
132	32
133	32
134	32
135	0
135	4
135	70
136	57
137	2
138	17
139	37
139	38
140	34
141	9
142	35
143	35
144	35
145	35
146	35
147	35
148	35
149	35
150	35
151	35
152	35
153	35
154	35
155	35
156	22
157	22
158	27
159	27
160	27
161	27
162	39
163	41
164	13
165	42
166	42
167	43
168	43
169	43
170	43
171	43
172	43
173	43
174	43
175	43
176	43
177	43
178	43
179	43
180	43
181	43
182	43
183	43
184	43
185	43
186	43
187	43
188	43
189	43
190	43
191	43
192	43
193	43
194	43
195	43
196	43
197	43
198	43
199	44
200	44
201	44
202	44
203	44
204	20
205	20
206	20
207	20
208	20
209	10
210	10
211	10
212	24
213	19
214	19
214	21
215	19
216	9
217	6
217	10
217	11
217	53
218	13
219	13
220	13
221	13
221	45
223	59
224	59
225	59
226	59
227	59
228	59
229	4
229	17
230	64
231	64
232	64
233	60
233	64
234	64
235	64
236	64
237	64
238	37
239	37
240	37
241	37
242	7
243	63
244	63
245	63
246	63
247	63
248	63
249	63
250	63
251	63
252	34
253	34
254	34
255	34
255	78
256	34
257	15
258	49
259	65
260	65
261	65
262	65
263	10
263	65
264	65
265	65
266	65
267	65
268	65
269	65
270	65
271	65
272	65
273	65
274	65
275	19
276	19
277	19
278	11
279	11
280	11
281	11
282	11
283	11
284	11
285	11
286	19
287	19
288	19
289	45
290	45
291	45
292	45
293	45
294	9
295	9
296	58
297	58
298	58
299	58
300	58
301	58
302	58
303	27
304	27
305	27
306	27
307	27
308	53
309	53
310	53
311	53
312	53
313	53
314	19
315	19
316	11
317	10
318	10
319	10
320	10
321	19
322	19
323	19
324	19
324	55
325	19
326	50
327	50
328	50
329	50
330	50
331	51
332	51
333	51
334	51
335	51
336	10
337	10
338	10
339	10
340	10
341	10
342	10
343	54
344	54
345	54
346	54
347	54
348	54
349	10
350	11
351	10
352	10
353	10
354	10
355	10
356	10
357	10
358	10
359	10
360	9
361	55
362	55
363	55
363	78
364	55
365	55
366	55
367	55
368	55
369	56
370	19
371	19
372	19
373	19
374	19
375	19
376	19
377	19
378	38
379	38
380	38
381	13
382	13
383	13
384	10
385	10
386	10
387	10
388	10
389	10
390	39
390	88
391	19
392	19
393	19
394	19
395	19
396	19
397	19
398	19
399	52
400	19
401	10
402	67
403	66
404	17
405	60
406	60
407	60
408	60
409	60
410	60
411	60
412	6
413	17
414	46
415	46
416	46
417	46
418	62
419	47
420	47
421	47
422	61
423	61
424	61
425	61
426	61
427	61
428	61
429	61
430	56
431	24
432	24
433	55
434	33
435	13
436	85
437	85
438	7
438	87
439	0
440	0
441	0
442	0
443	0
444	0
445	78
446	78
447	78
448	78
449	78
450	78
451	78
452	75
453	75
454	75
455	76
456	39
456	88
457	71
458	71
459	71
460	71
461	71
462	48
462	49
462	79
463	79
464	79
465	79
466	79
467	79
468	79
469	79
470	79
471	79
472	79
473	79
474	10
475	80
476	80
477	80
478	73
479	72
480	72
481	72
482	72
483	72
484	70
485	84
486	77
487	77
488	77
489	77
490	77
491	9
492	9
493	9
494	9
495	11
496	9
497	11
498	70
499	70
500	74
501	74
502	74
503	74
504	74
505	74
506	19
507	11
508	86
509	7
510	7
511	7
512	7
513	7
514	7
515	7
516	7
517	7
518	7
519	7
520	7
521	7
522	7
523	7
524	7
525	7
526	7
527	7
528	7
529	7
530	7
531	7
532	7
