0.179930	0.150676	0.178661	0.169948	0.078007	0.157311	0.151845	0.165340	0.152998	0.174172	0.179930	0.061635	0.157302	0.065088	0.137276	0.169290	0.164677	0.141197	0.169938	0.167926	0.161028	0.148252	0.142583	0.134395	0.081497	0.173264	0.138731	0.169237	0.172001	0.166914	0.150856	0.179660	0.145856	0.051533	0.079220	0.179313	0.178572	0.108491	0.179956
0.063280	0.095887	0.068879	0.061523	0.109555	0.012331	0.090475	0.058422	0.092452	0.062611	0.063455	0.123171	0.061109	0.117006	0.053411	0.060360	0.074283	0.055100	0.061345	0.060281	0.059764	0.058310	0.055283	0.052375	0.035657	0.062655	0.053828	0.072917	0.063012	0.059821	0.058518	0.063117	0.097568	0.021581	0.034720	0.063270	0.062971	0.043775	0.063483
0.237377	0.221949	0.237202	0.227368	0.115714	0.039831	0.222382	0.221195	0.223271	0.233407	0.237623	0.183017	0.225500	0.097103	0.215705	0.226392	0.220935	0.215976	0.226966	0.224758	0.217908	0.220544	0.214942	0.213975	0.189893	0.231536	0.216339	0.227144	0.229693	0.224480	0.221687	0.237230	0.219387	0.180044	0.115550	0.237025	0.236935	0.199021	0.237640
0.062441	0.051343	0.062107	0.072171	0.096670	0.009904	0.051727	0.051052	0.051859	0.058322	0.062557	0.020987	0.052417	0.022432	0.046288	0.053977	0.050884	0.048513	0.054270	0.052888	0.049194	0.049129	0.048006	0.045023	0.028167	0.057325	0.046789	0.054256	0.056182	0.052389	0.050674	0.062270	0.049723	0.017761	0.098187	0.062359	0.058688	0.037401	0.062568
0.012764	0.012423	0.012410	0.013370	0.152996	0.006520	0.012433	0.031311	0.012433	0.012353	0.012462	0.008385	0.012357	0.097059	0.011949	0.013022	0.013635	0.013900	0.012703	0.013192	0.013963	0.012589	0.035483	0.011988	0.084768	0.012817	0.011957	0.012668	0.013435	0.012712	0.012915	0.012654	0.012909	0.007289	0.083152	0.012401	0.012442	0.059462	0.012443
0.008057	0.008116	0.008041	0.008892	0.079720	0.267033	0.008129	0.010492	0.008092	0.008007	0.008070	0.006184	0.008164	0.093970	0.008110	0.008700	0.009402	0.009746	0.008310	0.008803	0.009664	0.008421	0.030090	0.008191	0.081262	0.008445	0.008104	0.008358	0.008997	0.008373	0.008627	0.008289	0.008575	0.005674	0.080929	0.008021	0.008091	0.055748	0.008051
0.066369	0.096291	0.068519	0.063944	0.109595	0.012055	0.093347	0.060359	0.093822	0.066367	0.070019	0.123816	0.071741	0.117670	0.055699	0.062601	0.062435	0.056390	0.063693	0.062469	0.061675	0.064092	0.056261	0.054509	0.036688	0.065474	0.056178	0.065832	0.064674	0.062002	0.060515	0.066195	0.099320	0.021993	0.034431	0.066324	0.066777	0.044420	0.070048
0.050874	0.041332	0.046511	0.053509	0.096956	0.009510	0.042127	0.076365	0.042247	0.046244	0.050276	0.019102	0.042686	0.107615	0.038344	0.043887	0.042354	0.040098	0.054193	0.043756	0.041258	0.040677	0.062353	0.037578	0.025847	0.046133	0.038663	0.044167	0.045783	0.043148	0.042279	0.046880	0.040560	0.015690	0.024393	0.046645	0.046494	0.033484	0.050291
0.066473	0.096906	0.068613	0.064052	0.109809	0.012273	0.092869	0.060465	0.094466	0.065751	0.070113	0.123840	0.063519	0.117388	0.055310	0.062715	0.063664	0.056873	0.063800	0.062573	0.061335	0.060353	0.056351	0.054151	0.036493	0.065587	0.055778	0.074478	0.064786	0.062093	0.060605	0.066300	0.098922	0.021899	0.034244	0.066439	0.066144	0.044472	0.070143
0.221480	0.192889	0.216721	0.211825	0.105056	0.037046	0.194772	0.206559	0.199195	0.221083	0.221669	0.175064	0.210438	0.088449	0.202784	0.211113	0.205655	0.202135	0.211422	0.209485	0.202063	0.206012	0.201311	0.201260	0.180790	0.215735	0.203344	0.211118	0.214037	0.209321	0.206841	0.221373	0.186603	0.174936	0.107092	0.221115	0.221112	0.188315	0.221684
